stars,catalogs,repetitions
Kepler-601,J/ApJS/237/38/abund,807
Kepler-601,J/AJ/154/107/stars,922
Kepler-601,J/AJ/163/179/table1,1158
Kepler-602,VI/137/gum_mw,3777
Kepler-602,J/ApJ/919/138/table1,542
Kepler-602,J/ApJS/237/38/abund,807
Kepler-602,J/A+A/594/A39/tablea3,1350
Kepler-602,J/AJ/154/107/stars,922
Kepler-602,J/AJ/163/179/table1,1158
Kepler-602,J/other/Nat/486.375/tables,142
Kepler-603,VI/137/gum_mw,3777
Kepler-603,J/ApJ/919/138/table1,542
Kepler-603,J/A+A/636/A85/tablec1,136
Kepler-603,J/AJ/154/107/stars,922
Kepler-603,J/AJ/163/179/table1,1158
Kepler-604,VI/137/gum_mw,3777
Kepler-604,J/A+A/594/A39/tablea3,1350
Kepler-605,V/156/dr7smrs,532
Kepler-605,VI/137/gum_mw,3777
Kepler-605,J/ApJ/807/82/table1,99
Kepler-605,J/ApJS/237/38/abund,807
Kepler-605,J/A+A/594/A39/tablea3,1350
Kepler-605,J/A+A/664/A78/table2,323
Kepler-605,J/A+A/664/A78/tablec2,355
Kepler-605,J/A+A/664/A78/tablec3,356
Kepler-605,J/AJ/154/107/stars,922
Kepler-605,J/AJ/163/179/table1,1158
Kepler-606,V/156/dr7smrs,532
Kepler-606,VI/137/gum_mw,3777
Kepler-606,J/A+A/594/A39/tablea3,1350
Kepler-606,J/A+A/664/A78/table2,323
Kepler-606,J/A+A/664/A78/tablec2,355
Kepler-606,J/A+A/664/A78/tablec3,356
Kepler-607,VI/137/gum_mw,3777
Kepler-607,J/A+A/594/A39/tablea3,1350
Kepler-607,J/AJ/154/107/stars,922
Kepler-607,J/AJ/163/179/table1,1158
Kepler-608,VI/137/gum_mw,3777
Kepler-608,J/A+A/594/A39/tablea3,1350
Kepler-608,J/A+A/662/A66/table5,240
Kepler-609,VI/137/gum_mw,3777
Kepler-61,VI/137/gum_mw,3777
Kepler-61,J/A+A/594/A39/tablea3,1350
Kepler-610,V/156/dr7smrs,532
Kepler-610,VI/137/gum_mw,3777
Kepler-610,J/A+A/594/A39/tablea3,1350
Kepler-610,J/A+A/664/A78/table2,323
Kepler-610,J/A+A/664/A78/tablec2,355
Kepler-610,J/A+A/664/A78/tablec3,356
Kepler-611,VI/137/gum_mw,3777
Kepler-612,VI/137/gum_mw,3777
Kepler-613,VI/137/gum_mw,3777
Kepler-614,VI/137/gum_mw,3777
Kepler-615,VI/137/gum_mw,3777
Kepler-615,J/A+A/594/A39/tablea3,1350
Kepler-616,VI/137/gum_mw,3777
Kepler-616,J/A+A/594/A39/tablea3,1350
Kepler-617,VI/137/gum_mw,3777
Kepler-617,J/A+A/594/A39/tablea3,1350
Kepler-617,J/AJ/163/179/table1,1158
Kepler-617,J/MNRAS/434/1422/table3,15
Kepler-618,VI/137/gum_mw,3777
Kepler-618,J/ApJ/919/138/table1,542
Kepler-618,J/AJ/154/107/stars,922
Kepler-618,J/AJ/163/179/table1,1158
Kepler-619,VI/137/gum_mw,3777
Kepler-619,J/ApJ/919/138/table1,542
Kepler-619,J/ApJS/237/38/abund,807
Kepler-619,J/A+A/594/A39/tablea3,1350
Kepler-619,J/AJ/154/107/stars,922
Kepler-619,J/AJ/163/179/table1,1158
Kepler-62,VI/137/gum_mw,3777
Kepler-62,J/ApJS/237/38/abund,807
Kepler-62,J/A+A/594/A39/tablea3,1350
Kepler-62,J/AJ/154/107/stars,922
Kepler-62,J/AJ/163/179/table1,1158
Kepler-62,J/other/Nat/486.375/tables,142
Kepler-620,VI/137/gum_mw,3777
Kepler-620,J/A+A/594/A39/tablea3,1350
Kepler-621,VI/137/gum_mw,3777
Kepler-621,J/A+A/594/A39/tablea3,1350
Kepler-622,VI/137/gum_mw,3777
Kepler-622,J/AJ/163/179/table1,1158
Kepler-623,V/156/dr7smrs,532
Kepler-623,VI/137/gum_mw,3777
Kepler-623,J/A+A/664/A78/table2,323
Kepler-623,J/A+A/664/A78/tablec2,355
Kepler-623,J/A+A/664/A78/tablec3,356
Kepler-624,VI/137/gum_mw,3777
Kepler-624,J/ApJS/237/38/abund,807
Kepler-624,J/A+A/594/A39/tablea3,1350
Kepler-624,J/AJ/154/107/stars,922
Kepler-624,J/AJ/161/68/table1,154
Kepler-624,J/AJ/163/179/table1,1158
Kepler-625,VI/137/gum_mw,3777
Kepler-625,J/ApJS/237/38/abund,807
Kepler-625,J/A+A/594/A39/tablea3,1350
Kepler-625,J/AJ/154/107/stars,922
Kepler-625,J/AJ/161/68/table1,154
Kepler-625,J/AJ/163/179/table1,1158
Kepler-625,J/other/Nat/486.375/tables,142
Kepler-626,VI/137/gum_mw,3777
Kepler-626,J/ApJS/237/38/abund,807
Kepler-626,J/A+A/594/A39/tablea3,1350
Kepler-626,J/AJ/154/107/stars,922
Kepler-626,J/AJ/163/179/table1,1158
Kepler-627,VI/137/gum_mw,3777
Kepler-627,J/ApJS/237/38/abund,807
Kepler-627,J/A+A/594/A39/tablea3,1350
Kepler-627,J/AJ/154/107/stars,922
Kepler-627,J/AJ/161/68/table1,154
Kepler-627,J/AJ/163/179/table1,1158
Kepler-628,VI/137/gum_mw,3777
Kepler-628,J/A+A/594/A39/tablea3,1350
Kepler-628,J/AJ/163/179/table1,1158
Kepler-629,VI/137/gum_mw,3777
Kepler-629,J/ApJS/237/38/abund,807
Kepler-629,J/A+A/594/A39/tablea3,1350
Kepler-629,J/AJ/154/107/stars,922
Kepler-629,J/AJ/163/179/table1,1158
Kepler-629,J/other/Nat/486.375/tables,142
Kepler-63,V/156/dr7smrs,532
Kepler-63,VI/137/gum_mw,3777
Kepler-63,J/ApJ/919/138/table1,542
Kepler-63,J/ApJS/237/38/abund,807
Kepler-63,J/A+A/594/A39/tablea3,1350
Kepler-63,J/A+A/664/A78/table2,323
Kepler-63,J/A+A/664/A78/tablec2,355
Kepler-63,J/A+A/664/A78/tablec3,356
Kepler-63,J/AJ/154/107/stars,922
Kepler-63,J/AJ/163/179/table1,1158
Kepler-63,J/other/Nat/486.375/tables,142
Kepler-630,VI/137/gum_mw,3777
Kepler-630,J/ApJ/919/138/table1,542
Kepler-630,J/ApJS/237/38/abund,807
Kepler-630,J/A+A/594/A39/tablea3,1350
Kepler-630,J/AJ/154/107/stars,922
Kepler-630,J/AJ/163/179/table1,1158
Kepler-631,VI/137/gum_mw,3777
Kepler-631,J/ApJS/237/38/abund,807
Kepler-631,J/A+A/594/A39/tablea3,1350
Kepler-631,J/A+A/662/A66/table5,240
Kepler-631,J/AJ/154/107/stars,922
Kepler-631,J/AJ/161/68/table1,154
Kepler-631,J/AJ/163/179/table1,1158
Kepler-633,VI/137/gum_mw,3777
Kepler-633,J/ApJ/919/138/table1,542
Kepler-633,J/ApJS/237/38/abund,807
Kepler-633,J/A+A/594/A39/tablea3,1350
Kepler-633,J/AJ/154/107/stars,922
Kepler-633,J/AJ/163/179/table1,1158
Kepler-634,VI/137/gum_mw,3777
Kepler-634,J/ApJS/237/38/abund,807
Kepler-634,J/A+A/594/A39/tablea3,1350
Kepler-634,J/AJ/154/107/stars,922
Kepler-634,J/AJ/163/179/table1,1158
Kepler-635,V/156/dr7smrs,532
Kepler-635,VI/137/gum_mw,3777
Kepler-635,J/ApJS/237/38/abund,807
Kepler-635,J/A+A/594/A39/tablea3,1350
Kepler-635,J/A+A/664/A78/tablec2,355
Kepler-635,J/A+A/664/A78/tablec3,356
Kepler-635,J/AJ/154/107/stars,922
Kepler-635,J/AJ/161/68/table1,154
Kepler-635,J/AJ/163/179/table1,1158
Kepler-636,VI/137/gum_mw,3777
Kepler-636,J/ApJS/237/38/abund,807
Kepler-637,VI/137/gum_mw,3777
Kepler-637,J/ApJS/237/38/abund,807
Kepler-637,J/A+A/594/A39/tablea3,1350
Kepler-637,J/AJ/154/107/stars,922
Kepler-637,J/AJ/161/68/table1,154
Kepler-637,J/AJ/163/179/table1,1158
Kepler-638,VI/137/gum_mw,3777
Kepler-638,J/ApJS/237/38/abund,807
Kepler-638,J/A+A/594/A39/tablea3,1350
Kepler-638,J/AJ/154/107/stars,922
Kepler-638,J/AJ/163/179/table1,1158
Kepler-639,V/156/dr7smrs,532
Kepler-639,VI/137/gum_mw,3777
Kepler-639,J/ApJ/919/138/table1,542
Kepler-639,J/ApJS/237/38/abund,807
Kepler-639,J/A+A/594/A39/tablea3,1350
Kepler-639,J/A+A/664/A78/table2,323
Kepler-639,J/A+A/664/A78/tablec2,355
Kepler-639,J/A+A/664/A78/tablec3,356
Kepler-639,J/AJ/154/107/stars,922
Kepler-639,J/AJ/163/179/table1,1158
Kepler-64 (AB),VI/137/gum_mw,3777
Kepler-64 (AB),J/A+A/594/A39/tablea3,1350
Kepler-640,VI/137/gum_mw,3777
Kepler-640,J/ApJ/919/138/table1,542
Kepler-640,J/ApJS/237/38/abund,807
Kepler-640,J/A+A/594/A39/tablea3,1350
Kepler-640,J/AJ/154/107/stars,922
Kepler-640,J/AJ/163/179/table1,1158
Kepler-640,J/other/Nat/486.375/tables,142
Kepler-641,VI/137/gum_mw,3777
Kepler-641,J/ApJ/919/138/table1,542
Kepler-641,J/ApJS/237/38/abund,807
Kepler-641,J/AJ/154/107/stars,922
Kepler-641,J/AJ/163/179/table1,1158
Kepler-642,VI/137/gum_mw,3777
Kepler-642,J/ApJS/237/38/abund,807
Kepler-642,J/A+A/594/A39/tablea3,1350
Kepler-642,J/A+A/662/A66/table5,240
Kepler-642,J/AJ/154/107/stars,922
Kepler-642,J/AJ/163/179/table1,1158
Kepler-643,VI/137/gum_mw,3777
Kepler-643,J/ApJ/767/127/hosts,65
Kepler-643,J/ApJS/237/38/abund,807
Kepler-643,J/A+A/594/A39/tablea3,1350
Kepler-643,J/AJ/154/107/stars,922
Kepler-643,J/AJ/163/179/table1,1158
Kepler-644,V/156/dr7smrs,532
Kepler-644,VI/137/gum_mw,3777
Kepler-644,J/ApJS/237/38/abund,807
Kepler-644,J/A+A/594/A39/tablea3,1350
Kepler-644,J/AJ/154/107/stars,922
Kepler-644,J/AJ/163/179/table1,1158
Kepler-645,VI/137/gum_mw,3777
Kepler-645,J/ApJS/237/38/abund,807
Kepler-645,J/A+A/594/A39/tablea3,1350
Kepler-645,J/AJ/154/107/stars,922
Kepler-645,J/AJ/161/68/table1,154
Kepler-645,J/AJ/163/179/table1,1158
Kepler-646,VI/137/gum_mw,3777
Kepler-646,J/ApJS/237/38/abund,807
Kepler-646,J/A+A/594/A39/tablea3,1350
Kepler-646,J/AJ/154/107/stars,922
Kepler-646,J/AJ/163/179/table1,1158
Kepler-647,V/156/dr7smrs,532
Kepler-647,VI/137/gum_mw,3777
Kepler-647,J/ApJ/919/138/table1,542
Kepler-647,J/ApJS/237/38/abund,807
Kepler-647,J/A+A/594/A39/tablea3,1350
Kepler-647,J/A+A/664/A78/table2,323
Kepler-647,J/A+A/664/A78/tablec2,355
Kepler-647,J/A+A/664/A78/tablec3,356
Kepler-647,J/AJ/154/107/stars,922
Kepler-647,J/AJ/163/179/table1,1158
Kepler-648,V/156/dr7smrs,532
Kepler-648,VI/137/gum_mw,3777
Kepler-648,J/ApJ/919/138/table1,542
Kepler-648,J/ApJS/237/38/abund,807
Kepler-648,J/A+A/594/A39/tablea3,1350
Kepler-648,J/A+A/664/A78/table2,323
Kepler-648,J/A+A/664/A78/tablec2,355
Kepler-648,J/A+A/664/A78/tablec3,356
Kepler-648,J/AJ/154/107/stars,922
Kepler-648,J/AJ/163/179/table1,1158
Kepler-649,VI/137/gum_mw,3777
Kepler-649,J/ApJS/237/38/abund,807
Kepler-649,J/AJ/154/107/stars,922
Kepler-649,J/AJ/163/179/table1,1158
Kepler-65,V/156/dr7smrs,532
Kepler-65,VI/137/gum_mw,3777
Kepler-65,J/ApJ/767/127/hosts,65
Kepler-65,J/ApJS/237/38/abund,807
Kepler-65,J/A+A/594/A39/tablea3,1350
Kepler-65,J/A+A/636/A85/tablec1,136
Kepler-65,J/A+A/664/A78/table2,323
Kepler-65,J/A+A/664/A78/tablec2,355
Kepler-65,J/A+A/664/A78/tablec3,356
Kepler-65,J/AJ/154/107/stars,922
Kepler-65,J/AJ/161/68/table1,154
Kepler-65,J/AJ/163/179/table1,1158
Kepler-65,J/other/Nat/486.375/tables,142
Kepler-650,VI/137/gum_mw,3777
Kepler-650,J/ApJ/919/138/table1,542
Kepler-650,J/ApJS/237/38/abund,807
Kepler-650,J/A+A/594/A39/tablea3,1350
Kepler-650,J/AJ/154/107/stars,922
Kepler-650,J/AJ/163/179/table1,1158
Kepler-651,VI/137/gum_mw,3777
Kepler-651,J/ApJS/237/38/abund,807
Kepler-651,J/A+A/594/A39/tablea3,1350
Kepler-651,J/AJ/154/107/stars,922
Kepler-651,J/AJ/163/179/table1,1158
Kepler-652,VI/137/gum_mw,3777
Kepler-652,J/ApJ/807/82/table1,99
Kepler-652,J/ApJS/237/38/abund,807
Kepler-652,J/A+A/594/A39/tablea3,1350
Kepler-652,J/AJ/154/107/stars,922
Kepler-652,J/AJ/163/179/table1,1158
Kepler-652,J/other/Nat/486.375/tables,142
Kepler-653,VI/137/gum_mw,3777
Kepler-653,J/ApJ/919/138/table1,542
Kepler-653,J/ApJS/237/38/abund,807
Kepler-653,J/A+A/594/A39/tablea3,1350
Kepler-653,J/AJ/154/107/stars,922
Kepler-653,J/AJ/163/179/table1,1158
Kepler-653,J/other/Nat/486.375/tables,142
Kepler-654,VI/137/gum_mw,3777
Kepler-654,J/ApJ/919/138/table1,542
Kepler-654,J/ApJS/237/38/abund,807
Kepler-654,J/A+A/594/A39/tablea3,1350
Kepler-654,J/AJ/154/107/stars,922
Kepler-654,J/AJ/163/179/table1,1158
Kepler-655,VI/137/gum_mw,3777
Kepler-655,J/ApJ/807/82/table1,99
Kepler-655,J/ApJS/237/38/abund,807
Kepler-655,J/A+A/594/A39/tablea3,1350
Kepler-655,J/A+A/662/A66/table5,240
Kepler-655,J/AJ/154/107/stars,922
Kepler-655,J/AJ/161/68/table1,154
Kepler-655,J/AJ/163/179/table1,1158
Kepler-656,VI/137/gum_mw,3777
Kepler-656,J/ApJS/237/38/abund,807
Kepler-656,J/A+A/594/A39/tablea3,1350
Kepler-656,J/A+A/664/A78/table2,323
Kepler-656,J/A+A/664/A78/tablec2,355
Kepler-656,J/A+A/664/A78/tablec3,356
Kepler-656,J/AJ/154/107/stars,922
Kepler-656,J/AJ/163/179/table1,1158
Kepler-657,V/156/dr7smrs,532
Kepler-657,VI/137/gum_mw,3777
Kepler-657,J/ApJ/919/138/table1,542
Kepler-657,J/A+A/594/A39/tablea3,1350
Kepler-657,J/A+A/664/A78/table2,323
Kepler-657,J/A+A/664/A78/tablec2,355
Kepler-657,J/A+A/664/A78/tablec3,356
Kepler-657,J/AJ/154/107/stars,922
Kepler-657,J/AJ/163/179/table1,1158
Kepler-658,VI/137/gum_mw,3777
Kepler-658,J/ApJS/237/38/abund,807
Kepler-658,J/A+A/594/A39/tablea3,1350
Kepler-658,J/AJ/154/107/stars,922
Kepler-658,J/AJ/163/179/table1,1158
Kepler-659,V/156/dr7smrs,532
Kepler-659,VI/137/gum_mw,3777
Kepler-659,J/A+A/664/A78/tablec2,355
Kepler-659,J/A+A/664/A78/tablec3,356
Kepler-659,J/AJ/163/179/table1,1158
Kepler-66,VI/137/gum_mw,3777
Kepler-66,J/ApJ/919/138/table1,542
Kepler-66,J/ApJS/237/38/abund,807
Kepler-66,J/A+A/594/A39/tablea3,1350
Kepler-66,J/AJ/154/107/stars,922
Kepler-66,J/AJ/163/179/table1,1158
Kepler-660,VI/137/gum_mw,3777
Kepler-660,J/A+A/594/A39/tablea3,1350
Kepler-660,J/AJ/163/179/table1,1158
Kepler-661,VI/137/gum_mw,3777
Kepler-661,J/A+A/594/A39/tablea3,1350
Kepler-661,J/AJ/163/179/table1,1158
Kepler-662,VI/137/gum_mw,3777
Kepler-662,J/AJ/163/179/table1,1158
Kepler-663,VI/137/gum_mw,3777
Kepler-664,VI/137/gum_mw,3777
Kepler-664,J/A+A/594/A39/tablea3,1350
Kepler-665,V/156/dr7smrs,532
Kepler-665,VI/137/gum_mw,3777
Kepler-665,J/A+A/662/A66/table5,240
Kepler-665,J/A+A/664/A78/table2,323
Kepler-665,J/A+A/664/A78/tablec2,355
Kepler-665,J/A+A/664/A78/tablec3,356
Kepler-666,V/156/dr7smrs,532
Kepler-666,VI/137/gum_mw,3777
Kepler-666,J/A+A/594/A39/tablea3,1350
Kepler-666,J/A+A/664/A78/table2,323
Kepler-666,J/A+A/664/A78/tablec2,355
Kepler-666,J/A+A/664/A78/tablec3,356
Kepler-667,VI/137/gum_mw,3777
Kepler-667,J/A+A/594/A39/tablea3,1350
Kepler-668,VI/137/gum_mw,3777
Kepler-668,J/A+A/594/A39/tablea3,1350
Kepler-669,VI/137/gum_mw,3777
Kepler-669,J/ApJ/919/138/table1,542
Kepler-669,J/A+A/556/A52/table70,3
Kepler-669,J/A+A/594/A39/tablea3,1350
Kepler-669,J/AJ/154/107/stars,922
Kepler-669,J/AJ/163/179/table1,1158
Kepler-669,J/other/Nat/486.375/tables,142
Kepler-67,V/156/dr7smrs,532
Kepler-67,VI/137/gum_mw,3777
Kepler-67,J/A+A/594/A39/tablea3,1350
Kepler-67,J/A+A/662/A66/table5,240
Kepler-67,J/A+A/664/A78/table2,323
Kepler-67,J/A+A/664/A78/tablec2,355
Kepler-67,J/A+A/664/A78/tablec3,356
Kepler-67,J/AJ/154/107/stars,922
Kepler-67,J/AJ/163/179/table1,1158
Kepler-670,V/156/dr7smrs,532
Kepler-670,VI/137/gum_mw,3777
Kepler-670,J/A+A/594/A39/tablea3,1350
Kepler-670,J/A+A/662/A66/table5,240
Kepler-670,J/A+A/664/A78/table2,323
Kepler-670,J/A+A/664/A78/tablec2,355
Kepler-670,J/A+A/664/A78/tablec3,356
Kepler-671,VI/137/gum_mw,3777
Kepler-671,J/A+A/594/A39/tablea3,1350
Kepler-672,VI/137/gum_mw,3777
Kepler-673,VI/137/gum_mw,3777
Kepler-674,VI/137/gum_mw,3777
Kepler-674,J/A+A/594/A39/tablea3,1350
Kepler-674,J/AJ/163/179/table1,1158
Kepler-675,VI/137/gum_mw,3777
Kepler-675,J/A+A/594/A39/tablea3,1350
Kepler-675,J/AJ/163/179/table1,1158
Kepler-676,VI/137/gum_mw,3777
Kepler-676,J/ApJ/919/138/table1,542
Kepler-676,J/ApJS/237/38/abund,807
Kepler-676,J/A+A/594/A39/tablea3,1350
Kepler-676,J/AJ/154/107/stars,922
Kepler-676,J/AJ/163/179/table1,1158
Kepler-677,VI/137/gum_mw,3777
Kepler-677,J/A+A/594/A39/tablea3,1350
Kepler-678,III/244/catalog,429
Kepler-678,III/244/mean,400
Kepler-678,VI/137/gum_mw,3777
Kepler-678,J/ApJ/622/1102/table1,103
Kepler-678,J/ApJ/646/505/table2,146
Kepler-678,J/ApJ/835/172/table1,7
Kepler-678,J/ApJS/159/141/stars,172
Kepler-678,J/A+A/515/A93/table1,12
Kepler-678,J/A+A/537/A147/table4,89
Kepler-678,J/A+A/594/A39/tablea3,1350
